id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
b00d5681-b86f-4829-bbb3-de12b28a96b2,Alice is an elementary school student.,Dorothy is a teacher of Alice.,The Daughter,Dorothy is Alice's teacher at Springfield Elementary School.,Dorothy lost her daughter when she was only 5 years old.,Alice reminds Dorothy of her daughter very much.,"One day, Dorothy kidnaps Alice and starts calling her by her late daughter's name, Samantha.",Alice grows up knowing only Dorothy as her mother until she is 18 and finally escapes.
bce27d35-2dcb-4a95-b973-e371b4bb5231,Alice is an elementary school student.,Dorothy is a teacher of Alice.,Alice the Math Genius,Alice was a very talented elementary school student.,Even though she was in the 5th grade she showed signs of being very intelligent in the area of math.,"Dorothy, Alice's teacher, decided to have Alice tested.",It turned out Alice was functioning on the level of a college student.,"After that, Dorothy took Alice to night math classes at the local college."
8ccb192a-2328-4992-ad34-ef4ab261f39a,Alice is an elementary school student.,Dorothy is a teacher of Alice.,The most improved student.,Alice has never had good grades at school.,She is disruptive in class and teachers fear having her there.,"Dorothy sees something different, Alice is smart but bored.",Dorothy spends the year trying to reach Alice and is now successful.,Alice gets straight A's in the last quarter of the school year.
2eab2336-bdc8-42e0-8788-dca5312797c4,Alice is an elementary school student.,Dorothy is a teacher of Alice.,Trouble,Alice woke in a grumpy mood.,"Then in class, her teacher, Dorothy, accused her of whispering.",Alice hadn't been whispering and defended herself.,"Dorothy accused her of lying, and Alice accused her of being stupid.",Alice got sent to the principal's office.
df8a1563-a23f-42b9-8687-a54b27ae75ed,Alice is an elementary school student.,Dorothy is Alice's rival.,Winning by Cheating,The second grade students got a gold star for the homework they turned in.,"At the end of the year, the winner would get a prize.",Alice was tied for first place against Dorothy.,"Dorothy was sick one day, and called Alice to ask if there was homework due.",Alice lied and said there wasn't.
da3f3234-c3c6-4fc0-b164-2f37fc135898,Alice is an elementary school student.,Dorothy is Alice's rival.,One win is not always a victory,Dorothy is always competing with Alice during their sixth grade P.E. class.,Dorothy is shorter and not as athletic as Alice.,Alice beats Dorothy at everything and does not even see her as competition.,One day Alice felt sorry for Dorothy and let her win at ping pong.,"Dorothy now expects to beat Alice everyday, but she never beat her again."
66a0ee68-3944-4c18-a99e-3f5505aa31e7,Alice is an elementary school student.,Dorothy is Alice's rival.,Rival's Revenge,Alice's teacher was handing out test results this morning.,The teacher announced that the student with the highest score got a prize.,Alice was nervous because she really wanted the prize.,The teacher began to speak.,"Unfortunately Alice's rival, Dorothy, was the winner instead."
6aad0f24-4e91-4d37-8787-4f80cb35f7e3,Alice is an elementary school student.,Dorothy is Alice's rival.,The Sore Loser,Alice and Dorothy have been rivals since they were 2 years old.,They both go to Realand Elementary School and are on the basketball team.,"It is the end of the game, and Alice has the ball.",Dorothy trips Alice on purpose so she will not score the winning basket.,Dorothy gets the ball but misses the last basket.
e4b58e00-d36d-4be2-b26f-1b474cc691a9,Alice is an elementary school student.,Linda is a close friend of Alice.,School Fun,Alice has just started kindergarten.,She is very excited to start learning.,Her best friend LInda is in her class.,They spend all day playing together.,Alice thinks school is amazing.
b7cad698-15b2-41b6-bd0f-e308386aaaa3,Alice is an elementary school student.,Linda is a close friend of Alice.,Trading Colds,Alice got very sick.,Her friend Linda brought her the homework Alice was missing.,"Eventually, Alice got better.","Due to exposure, it was Linda's turn to get sick.","Alice was now immune, so they spent a lot of time together, doing homework and then playing."
eeb52bb1-6849-4327-805c-7c23ce3088b2,Alice is an elementary school student.,Linda is a close friend of Alice.,Friends Forever,Alice and Linda have been best friends since the first grade.,They are now in the fifth grade and have grown very close.,They often play at recess and go to each others house to play.,One day Alice finds out she has to move schools.,"Both girls are very sad, but they remain friends despite going to different schools."
2f0a45ff-9bcf-4732-98c8-9d924cf928a0,Alice is an elementary school student.,Linda is a close friend of Alice.,The Rejection,Alice and Linda are best friends who go to Copper Elementary School.,Alice and Linda are at the age where they think boys are cute.,They discover that they have a crush on the same boy.,This ruins their relationship and they start to spread mean rumors about each other.,The boy ends up rejecting both of them for the popular girl in school.
f6bfcc07-2d2c-4691-8d9c-39a2be2cbb0c,Alice is an elementary school student.,Linda is a friend of Alice.,The awkward holiday incident.,Linda and Alice are the best friends in the 3rd grade.,Both Linda and Alice are excited about the class Christmas costume party.,Both decide to dress up as elves but Linda finds out it is not a costume party.,She does not tells Alice who appears as the only one dressed up and is humiliated.,Alice and Linda's friendship has not been quite the same since.
48997929-a0c3-4a2c-8e4b-d1d26cd1234e,Alice is an elementary school student.,Linda is a friend of Alice.,Blood Sisters,Alice and Linda play everyday after school.,"One day, Linda tripped and skinned her knee.",She was sure Alice tripped her.,Alice insisted she didn't.,"To show solidarity with her friend, she threw herself down and skinned her own knee."
4f3fc7e1-74ae-4f84-9076-e8ed309aa53f,Alice is an elementary school student.,Linda is a friend of Alice.,The Road Home,It was after class and Alice had a problem.,Her mother just told her that she couldn't pick her up and for her to find another way.,"Fortunately, Alice's friend Linda was still around.",Alice asked Linda if she could walk her home.,Linda agreed and they both walked towards Alice's house.
cbfba731-b5d6-47df-8904-f8f989a767fc,Alice is an elementary school student.,Linda is a friend of Alice.,The Suitcase,Linda and Alice are friends who go to Bucket Graham Elementary School.,Alice is saddened to hear that Linda is moving and won't be going there anymore.,"On move day, Alice sneaks into Linda's suitcase.",Linda mother discovers Alice in the suitcase after the move.,Linda's mother decides to keep Alice but only if it can be a secret.
96e29d5a-5142-4bc1-960a-e314d8e29e94,Alice is an elementary school student.,Linda is a person who Alice does not like.,A Bad Deed,Alice wanted to win the second grade art contest.,"If she couldn't win, she at least wanted to place higher than Linda.",Linda was a talented artist.,Alice saw Linda's piece was very good.,Alice splashed black paint over Linda's work.
f696688c-6cf4-4c9a-b932-856eb4bd7b3e,Alice is an elementary school student.,Linda is a person who Alice does not like.,Everyone's Hero,Alice and Linda both attend the same Elementary School.,Alice does not like Linda because she is always bullying her.,"One day, Alice gets tired of being bullied so she stands up to Linda.",Alice pushes her on the playground and Linda starts to run and cry.,Everyone cheers for Alice because she has defeated the bully.
c66bf261-17f6-401a-9892-cd6572de95df,Alice is an elementary school student.,Linda is a person who Alice does not like.,Helpful Teacher,Alice was about to eat her lunch that her mother made for her in the morning.,Linda saw what Alice was eating and wanted some.,She went up to Alice and took it from her.,Alice started crying and told the teacher.,The teacher took the lunch and gave it back to Alice.
44c30d7c-e30a-456c-8ddb-bf787d620a23,Alice is an elementary school student.,Linda is a person who Alice does not like.,Just a misunderstanding,Alice is in the 5th grade and has been getting bullied by Linda.,Linda thinks Alice is telling people to make fun of her.,Linda confronts Alice and wants to fight her.,Alice explains that she has never done anything wrong.,Linda feels silly and apologizes to Alice.
79d65c14-f0c6-4496-a738-641834da9064,Alice is an elementary school student.,Max is Alice's dog.,Sad to Go,Alice loved school but hated to leave home.,"Her dog, Max, would whimper and cry whenever she left.",She bought some special treats for Max.,"When it was time for her to leave, she left the treats in the backroom.","She ran out the front door, and Max was none the wiser."
9a848983-0859-4bf2-b224-d317958f6ac2,Alice is an elementary school student.,Max is Alice's dog.,Surprise Puppy,Alice was excited to get a puppy for her birthday.,She couldn't wait to show off Max to her classmates.,Alice tucked Max into her backpack to sneak him into school.,Max stayed quietly in the pack until the lunch bell rang.,"At the sound of the bell, Max jumped out of the pack and Alice's secret was out."
939b7740-48c3-421d-a006-a1e37341792d,Alice is an elementary school student.,Max is Alice's dog.,The Dog Sneaker,Alice goes to Ashton Elementary School.,She has a dog named Max who she has had for 2 years.,Today is Show and Tell day when you can show your class your favorite things.,"Alice knows it is against the rules, but she sneaks Max into her school to show him off.",The principal catches her and animal control comes to get Max and puts him to sleep.
6ac533f9-eacf-406a-b92b-a6068cab4f67,Alice is an elementary school student.,Max is Alice's dog.,The loyalty of a family pet.,It is Alice's first day of kindergarten.,Max is Alice's dog and they are best friends.,"Until today they have played together all day, every day.",Max does not understand why Alice is leaving and whines in dismay.,"When Alice comes back hours later, Max is wagging his tail and eager to play."
b1c901dc-4e3b-4f3e-90bc-6f8f623d2b67,Alice is an elementary school student.,Max is a dog owned by a friend of Alice.,Good Boy,Alice is 7 years old.,She has been asking her parents to get a dog all year.,Her friend Josh has a dog named Max.,Alice told her parents all about how good Max is to convince them a dog is a good idea.,They finally told Alice that she could get a puppy afterhearinv about Max.
dd865db4-72ef-470e-a701-b090b70509d3,Alice is an elementary school student.,Max is a dog owned by a friend of Alice.,The Dog Kicker,Alice goes to Hopkins Elementary School.,Alice's friend has a dog named Max.,Max bites Alice so Alice kicks him in the face.,Her friend is furious and tells her that she hates her and never wants to be friends again.,Alice is hurt and runs home crying.
2aaffbde-1916-49b7-b37d-627c79c339b4,Alice is an elementary school student.,Max is a dog owned by a friend of Alice.,"Dog Ate It, Friend Saved It","Alice just finished her homework when her friend came over with his dog, Max.",Max was in a hyper mood.,Max took a bite out of Alice's homework.,Her friend felt terrible.,He spend the evening re-doing Alice's homework for her.
6b6b5cf1-766f-4a7b-ad5b-eb8002897492,Alice is an elementary school student.,Max is a dog owned by a friend of Alice.,A good deed deserves a reward,Alice was walking home from school one day when she say Max running down the street.,Max was her neighbors dog.,"She called for him, but he ran off.","Alice chased him down the street, and caught Max.","When she returned him home, her neighbor have her a dollar for her help."
7303f38a-ee1a-49d7-b6a7-094ac4927615,Alice is an elementary school student.,Max is a respected person of Alice.,Lost Brother,Alice goes to Kinderbop Elementary School.,Alice has always looked up to Max as an older brother.,Alice sees Max talking to another girl and becomes jealous.,She tells Max how she feels but Max starts to feel uncomfortable about her dependence on him.,Max tells Alice that they can no longer talk because she is becoming to close.
00992187-44a4-496b-8213-e03207b4e979,Alice is an elementary school student.,Max is a respected person of Alice.,Mentor for lifetime,Alice is a elementary school student.,Max is Alice's teacher who she respect very much.,Alice was assigned a science project by Max.,Alice worked hard day and night to make the project successful.,Alice's project was awarded and she gave credit to Max.
87e1e2a7-0c7e-4c31-8a73-8389f5e79ac3,Alice is an elementary school student.,Max is a respected person of Alice.,The Amazing Student,Alice was in class when the teacher asked a really hard question on the chalkboard.,Everyone was quiet.,Nobody knew the answer.,"One student, Max, raised his hand and gave out the correct answer.",Alice was in awe at how smart he was.
12212654-b375-4beb-a6cf-1f7cfbdd979a,Alice is an elementary school student.,Max is a respected person of Alice.,A good classmate,Alice and Max are in the same class.,Max is very good at English and Alice admires him for that.,Alice is always asking Max for help but he always turns her down.,One day Max decides to explain the assignment to Alice.,They both get A's on their assignment.
edc039d7-f2f2-4c20-a5a8-2bad77720180,John is a high school student.,Robert is John's father.,Youth Versus Experience,Robert is a doctor and knows the value of a good education.,John wants to explore the world while he is young.,The clash between dad and son grows more intense as John's junior year in high school is approaching fast.,Robert wants John to get serious about learning.,John wants to run away.
52236d20-265a-418e-b52d-f2312d1c3603,John is a high school student.,Robert is John's father.,The Runaway,John goes to Fieldman High School. ,"His father, Robert, attended the same High School.",John decides to drop out of school.,His father is disappointed and disowns him.,"John runs away, never to be seen again."
71ddf323-f8af-4b48-994f-c16efdeb4fdf,John is a high school student.,David is a friend of John.,Betrayed,David and John are best friends.,They currently attend the same high school.,David catches John kissing his girlfriend.,David punches John in the nose.,Their friendship ends with David in jail.
806eb676-6867-4e43-a208-dc36af648113,John is a high school student.,David is a person that John does not like.,Frenemies,John and David attend Breakers High School in California.,John does not like David because he stole his girlfriend.,"One day, John saw David crying in the hallway.",He felt bad even though he did not like him.,John went to console David and they have been friends ever since.
2298ca62-d12e-4e6e-9101-7f0f368c13e4,John is a high school student.,David is a person that John does not like.,The Bully,John was eating lunch alone because his partner was sick.,He felt like a loser so he avoided eye contact.,"Unfortunately, David walked past John and dumped milk on him.",David and the rest of the kids laughed.,John remembered how much he disliked David.
8ef77352-74a2-4ecd-b270-4013a91c8e7d,John is a high school student.,Dorothy is John's sister.,His Sister's Keeper,John is in his first year of high school.,Dorothy is John's sister and she attends the same school.,"One day, John saw a bunch of guys bullying Dorothy.",John ran to his sister's rescue.,John beat the guys up and was later arrested for assault.
82842cf4-9c42-41c0-9c76-736f5cff346e,John is a high school student.,Dorothy is John's classmate.,Too Much PDA,Dorothy and John attend Winslow High School.,They share the same math class.,Dorothy sits on John's lap to make her boyfriend jealous.,They both get in trouble for the sexual contact.,Both of them get suspended.
011dd312-a853-4a49-a858-6a88eaec0d93,John is a high school student.,Dorothy is John's rival.,The End of the Rivalry,John and Dorothy go to the same high school.,"They have always been rivals, ever since elementary school.","One day, John and Dorothy were having a swimming  competition.",John finally beat Dorothy in something.,"Dorothy cried, but John decided to be the bigger person and gave her a hug."
0f4d07e0-fa73-43ef-9ddf-e412ffcf8f44,John is a high school student.,Dorothy is a person that John does not like.,True Friends,John drove his car to his high school.,After school he offered a ride to his friend Tom.,Tom has a girlfriend named Dorothy.,John does not like Dorothy.,John let his friend Tom and his girlfriend Dorothy ride home with him because Tom is his friend
8d1f427a-cbe9-4a78-8d8f-4dc2c37b0dc4,John is a high school student.,Dorothy is a person that John does not like.,The Hated Girl,John was in class when he was near his locker.,He heard someone coming towards him.,"It was Dorothy, a girl he did not like.",She scoffed at him while walking past.,John rolled his eyes and ignored her.
de7df61b-bb6f-455a-b62b-fda6dec0197f,John is a high school student.,Dorothy is a person that John does not like.,The Kissing Game,John met Dorothy when they were only 5 years old.,They have always been in competition.,John does not like Dorothy for that reason.,They now go to the same high school.,"Surprisingly, they were caught kissing in the locker room."
75579c92-195c-4f32-aa79-c0792b08a89f,John is a high school student.,Max is John's dog.,Summer Vacation Rocks,John could not wait for school to end for the summer.,"He had two more days to go, and then it was freedom.","He was looking forward to spending time with Max, his black lab.",The two of them were going to do hikes and trail runs together.,John and Max made the most of every day of their summer vacation!
89a95b0d-2051-467b-97c4-064fc557803b,John is a high school student.,Max is John's dog.,The Lost Dog,John's dog Max loves to run around.,John has lost him many times.,"One day, Max runs towards John's High School.",He cannot find him anywhere.,"Luckily, he found Max hiding in the girl's bathroom."
edee9dff-c273-4edd-b824-f3f521d247ac,Mary is a high school student.,David is a close friend of Mary.,Mary's Bad Day.,Mary was a student at a the local high school.,She had woken up late and her hair was a mess.,During lunch she spilled her milk all over herself.,David who was her close friend dumped milk on himself also.,This made her laugh and cheered her up.
ac2af207-7cc4-44c6-8bee-2150ac6f89fe,Mary is a high school student.,David is a friend of Mary.,The Gay Rejection,Mary and David have been friends since they were in diapers.,They both go to the same high school.,Mary is afraid to tell David that she loves him.,"One day, Mary finally got the courage to tell him.","Unfortunately, David lied and said he was gay."
29d58390-7663-4df3-9715-e65ed65fb0c6,Mary is a high school student.,David is a person that Mary does not like.,Prom Revenge,Mary and David go to the same high school.,They use to date two years ago.,Mary found David cheating on her with her best friend.,One day David asked Mary to the prom.,Mary said No and laughed in his face.
fbc5baaa-03d3-4659-be01-20a15c168c1d,Mary is a high school student.,Dorothy is Mary's Mother.,Mother's Help,Mary was a high school student that had lots of homework.,Her algebra class was especially challenging.,She always had trouble with her homework.,"Fortunately, Mary's mother was home to help.",Dorothy went over the questions with Mary and helped along the way.
b8871406-d680-4606-99d8-b4bed17f2c89,Mary is a high school student.,Dorothy is Mary's classmate.,Mary's First Day of School,It was Mary's first day of high school.,She had no friends and was very nervous.,Dorothy who was another classmate approached Mary.,She asked Mary if she wanted have have lunch together.,Mary's agreed and they became best friends.
22e47996-b595-4cbd-bec9-cc67c1e3f1ad,Mary is a high school student.,Dorothy is Mary's classmate.,Cheater Exposed,Dorothy and Mary both go to Cumberland High School.,They share the same Biology class.,Mary saw Dorothy copying off her test.,Mary told the teacher on Dorothy.,Dorothy was suspended for cheating.
46868882-9f24-4372-937f-9c624d68734f,Mary is a high school student.,Dorothy is a friend of Mary.,The End,Mary and Dorothy have been best friends for 3 years.,Mary is a high school student but Dorothy is not.,Dorothy starts to distance herself from Mary.,She realizes that Mary is too young to befriend.,They end their friendship of 3 years.
29635725-6a11-4ba4-a01b-cfd954c7647f,Mary is a high school student.,Max is Mary's dog.,Max: The Unstoppable Dog,Mary attends Franklin High School.,There's a dog competition coming up at her school.,She is excited to teach her dog Max new tricks.,The competition has finally come.,Max wins the competition!
6c323504-5beb-4bdf-8570-d92b987a98eb,Mary is a high school student.,Max is Mary's dog.,The Old Bone,Mary returned home from high school.,She had bought a bone at the store for her dog Max.,She looked in the back yard but couldn't find him.,"She yelled for Max, and he jumped out of the bushes.","He had dug up an old bone of his, and Mary realized her purchase was not needed."
a088da16-10d9-4ec2-8afa-63ab99bed9e9,Mary is a high school student.,Max is a dog owned by a friend of Mary.,The Lost Dog,Mary and Becky have been friends since Kindergarten.,Becky mentioned to Mary that she's going out of town.,The only problem was that she needed a dog sitter.,"Mary volunteered to watch Becky's dog, Max.","Two days later, Mary lost Max."
e7a2052b-020b-4721-8d26-512733f9d65b,Mary is a high school student.,Max is a respected person of Mary.,Mary: The Confused Mentee,Mary goes to Chester High School.,"She looks up to Max, who is the Principal.",Max has been a great mentor for Mary.,Mary confuses their closeness and makes a move on Max.,Max has to stop their relationship because of Mary.
f2082593-183b-410c-a544-144401f20f48,John is a high school student.,Robert is John's classmate.,Team spirit- a way to friendship,John had a aloof classmate named Robert.,They were assigned a science project together.,While working together John realised how good Robert is with computers.,There project was awarded best science project.,John and Robert became best friend after that project.
9a98422d-cc81-4283-85f1-d2eedf41a6b0,John is a high school student.,Robert is John's classmate.,Discovering a new best friend.,John and Robert attend a large high school.,They have never really talked and only share one class together.,They got paired together to do a science project.,While working on the project they discovered they have a lot in common.,John and Robert now hang out on the weekends playing basketball and playing video games.
7c5aeb61-ab2f-49a8-932a-9dab286e414c,John is a high school student.,Robert is John's classmate.,Classmates and Teammates,"Not only have John and Robert been in most of the same classes during their 4 years of high school, they've also been on the same soccer team.",They became friends over that period as well.,"When college soccer recruitment time came around, they both hoped they'd be offered scholarships to the same team.",They were on edge until the offers came in.,They'd both be going to Stanford in the fall!
8117644f-bde8-40b8-8bf3-696cd08293f4,John is a high school student.,Robert is John's classmate.,Robert's Big Chance,John and Robert were both basketball players on their high school team.,John was the best player on the team by far while Robert hardly ever got on the court.,"One day two players on the team were injured and another was suspended, so Robert got a chance to play many minutes in a game.",It turned out that Robert actually had a better game than John.,"Rather than being jealous or upset, John proved what a good friend he was by feeling true joy for his friend's accomplishment."
7498268e-c8d6-491c-b9de-27f6ba68cbf0,John is a high school student.,Robert is John's rival.,rivalry in school,John was a popular guy in high school.,He was the captain of the basketball team.,Everyone adored him.,His popularity did not go well with Robert who was his classmate.,Jealousy gave way to rivalry between the both of them.
66bb94ff-c6e8-423e-a65b-fdd0740aa881,John is a high school student.,Robert is John's rival.,Enough is enough.,Robert and John are very competitive.,"Robert excels at everything he tries, but things don't come as easy to John.",John has deemed Robert his nemesis.,Robert knows John does not like him and is always teasing him.,"One day John had enough of Robert and punched him in the nose, breaking it."
a21d146d-d2c7-461a-9103-77afdb5a6d5d,John is a high school student.,Robert is John's rival.,Former foes earn mutual respect for each other.,John and Robert are not friends with each other.,"They got in a fight on the first day Freshman year and since, then seem to compete in both grades and sports.",Both are on the basketball teams when practices can be heated.,They are considered the best two players in the county and likely to play in college.,"After a season where they win the state title, they finally have earned each other's respect, laugh together and shake hands while celebrating."
380dd28f-1466-4c15-905c-7bd7eb60d736,John is a high school student.,Robert is John's rival.,The Exgirlfriend saga,John and Robert go to high school together.,They really don't get along at all.,John is dating Roberts' exgirlfriend.,John is tired of Robert being a jerk all the time over it.,John told Robert to leave him alone or he is gong to kick his butt.
82c1ef09-6192-4fc3-99f5-769f5ed9eb4c,John is a high school student.,David is a close friend of John.,David's downward spiral.,David was known to be an A student in high school but his grades have slipped since last year.,"If he is not careful, he will have trouble getting into a good school.",His parents blame the bad influence of his friend John.,"Fights, Parties and suspension that David never had before John was his friend.",Now this call to the school with the police involved has David's parents worried that Juvenile Delinquency may be next.
afbe3903-2ac3-4692-97ba-fbc024d580a2,John is a high school student.,David is a close friend of John.,Friend in need,John and David are both close friends from high school.,John being bit skinny was often bullied by other schoolmates.,David observed that John is often scared of socializing.,One fine day David bit the hell out of one of bully in front of John.,John felt confident and brave from that day onward.
229dde8b-fe11-4ddc-af79-141c13010ec4,John is a high school student.,David is a close friend of John.,Helping Get a Prom Date,"John wanted to ask Julie to senior prom, but he was nervous.",She was popular and beautiful and would she want to go with him?,His best friend David was friends with Julie.,"He poked around, asking her questions about whether she had a date yet and if there was anyone she wanted to go with.","When she said she was hoping John would ask her, David let John know she would say okay if he asked."
40e214d5-0d44-4d3f-861e-b04e7a29d9fb,John is a high school student.,David is a close friend of John.,Friendships are the most important thing life.,John and David are co-captains of the football team and best friends since the first grade.,They both have a crush on the same girl.,They got into a fight over who was going to ask the girl to prom.,After arguing for several hours they decided that neither one would ask her.,They remained best friends.
5daead02-beb3-485c-b8d1-5bce19117160,John is a high school student.,Linda is a close friend of John.,Part Time Job,John really needed to get a part time job for after school.,He was trying to save money for when he started college the next year.,"His friend Linda had worked a Chix Fil-a for the past couple of years, so he asked her if she could help get him a job there.",She recommended him to the manager and he had an interview the same week.,Shortly after that they were not only friends but also co-workers.
11ad185e-1ce8-4de9-ac82-c2db3ec512dc,John is a high school student.,Linda is a close friend of John.,Friendship surviving all odds,John and Linda shared a close bond.,They lived in the same neighbourhood.,they were enrolled at different high schools and had separate circle of friends.,They still managed to find time for each other.,They beat all odds and manage to remain good friends.
4bd114fc-a463-4c2a-b728-8a9fe1220bce,John is a high school student.,Linda is a close friend of John.,Helping a friend through a sad time.,John is going through a severe depression since his parents divorce.,Linda is a close High School friend and is worried for him.,"John explains that although down, he is not considering suicide or anything else harmful.",Linda still convinces John to seek help and he accepts.,"One month later, John is great and things are back to normal."
68e82df3-8081-4fc6-9fca-683feebe3bf4,John is a high school student.,Linda is a close friend of John.,The Undercover Student,Linda and John attend the same High School.,They were both new to the school but have become close friends.,"John realizes he is in love with Linda, so he decides to tell her one day.",Linda cries because she feels bad about not being who she really said she was.,"John finds out that Linda is an undercover student and is actually 31, so they can't be in love."
dd5f336d-daee-4fc9-8d40-40ec6b58be1a,John is a high school student.,Linda is a friend of John.,Love Over Me,John and Linda have been friend's since they were 10 years old.,They both attend Cooker Williams High School.,"John is often bullied by the other kids, including the most popular guy in school named Mark.",Linda see's John being bullied by Mark but does nothing because she has a big crush on him.,"John is hurt because he see's Llinda laughing, so he decides to end their long friendship."
a127ea7d-a026-4767-a7bc-1917375ff568,John is a high school student.,Linda is a friend of John.,Making Friends with Spaghetti,John first met Linda on the second day of high school.,He remembered it clearly because he was carrying a tray of spaghetti in the cafeteria.,"He turned too quickly and ran right into a tall blond, spilling spaghetti all over her.",He was horrified and thought she'd be angry.,"But she laughed, he laughed, and they became friends instantly that day."
af2e34ea-e978-47d4-a968-a92777975256,John is a high school student.,Linda is a friend of John.,John's school dance dilemma,John was a senior at a high school in Philadelphia while his friend Linda was a sophomore.,They both had mutual crushes on each other but one day John started to fall for someone his own age.,"John didn't know how to handle this; he didn't want to hurt Linda's feelings, but he wanted to invite the older girl to a big dance.",John explained the situation to Linda who responded very maturely.,She said she understood the situation and actually encouraged John to go with the other girl.
104582ab-f495-4581-a986-549d4c2e9c98,John is a high school student.,Linda is a friend of John.,Friendship turned into love,John and Linda were childhood friends.,They went to the same high school.,John soon realised that he had feelings for Linda .,He gathered courage and proposed her.,"To his ecstasy, Linda confessed that she too had feelings for him and said yes."
4e852d90-01fc-4856-856f-b3492cce05da,John is a high school student.,Linda is a person who John does not like.,Standing up to a school bully.,John is a quiet student who keeps to himself.,He tries to stay out of trouble and cause no confrontation.,He does not like Linda who is what some would say is a mean girl.,When Linda put false news about John's girlfriend Stacy on Social Media he called her out on it in front of everyone.,Linda has left John and his girlfriend alone since.
aa50ca69-df7d-4d44-b7bb-36a838035c6a,John is a high school student.,Linda is a person who John does not like.,Don't believe everything you hear.,Linda has always been attracted to John.,"She sits by him in study hall, and she tries to talk to him.","John goes out of his way to avoid Linda, because he thinks she is spreading rumors about him.",One day John tells Linda to leave him alone and explains to her why.,Linda tells him the real story and John agrees to go out with her.
261637f8-c10e-42c6-adb5-ac017809de0d,John is a high school student.,Linda is a person who John does not like.,Sisters Always Stick Together,John was a local high school football player.,"He liked the head Cheerleader, Sallie-Mae.","Unfortunately Linda, Sallie-May's sister didn't like John because he shunned her when she had a crush on him the year before.",So Linda made Sallie-Mae break up with him.,"John did not like Linda--in fact, he hated her."
c187edcc-169c-4b3d-a6c8-e5ec17818367,John is a high school student.,Linda is a person who John does not like.,A selfless act can change perception,John had a classmate named Linda whom he did not like in school.,John was a sports head while Linda was literary head.,Before exam John became sick and had no notes to study.,Linda voluntarily took her notes to John and helped him study.,John realized Linda's goodness and started liking her.
1660da63-c447-4cdf-8dfe-1369c357db0c,John is a high school student.,Max is a dog owned by a friend of John.,Bravery of a man's best friend,John had a very good friend named Rich in high school.,Rich had a dog named Max who used to accompany him everywhere.,One day Rich and John went to countryside with Max.,Some goons started to follow and scare them.,Max jumped on one of goon and make them run away.
91b041f9-6143-4d3a-948c-56e87694b6e8,John is a high school student.,Max is a dog owned by a friend of John.,"Max, A Boy's Best Friend","John, a freshman at Johnson High School, liked to go hiking in the forest.",There was a dense forest near him.,One night  John found himself lost in the wilderness after dark.,"Louis, a friend of John's, heard that he was missing and went to look for him with his dog Max.",After several hours Max picked up the scent of John and ran to him and guided him to Louis and then home.
b2ed0ef8-dbaa-4f31-a2e8-c90a6aa25151,John is a high school student.,Max is a dog owned by a friend of John.,Helping A Friend,John's friend Lisa seemed very sad one day as they sat next to each other in their English class.,She confided that her dog Max had been ill and she didn't have the money to take him to the vet.,John shared the news of Max's illness with some other friends and they collected enough money for a vet visit.,Fortunately the problem wasn't serious and Max was healthy again in no time.,Lisa was touched by her friend's generosity.
118f89b2-9315-4231-a1bb-753ff4ef1361,John is a high school student.,Max is a dog owned by a friend of John.,Max's close call.,John is a high school student.,"He is watching Max, a golden retriever owned by his Teacher Mr. Harrington.",The worst happened and the dog ran away.,"Max found the dog crossing a busy highway but somehow, Max was safe and John got him back.","Max's new name should be Lucky, John thinks to himself."
18974445-0d37-48a1-b233-e088da7231d5,John is a high school student.,Max is a respected person of John.,Passing the torch at quarterback.,John is a new Student to city high school.,"He is the quarterback to the JV football team, Max is a senior and all county at Quarterback.",He has told John that he sees potential in him and helped him out at practice.,Now John's JV team has won five games in a row and John is the biggest reason why.,John considers max to be a hero and friend.
fa25fc67-3be3-404c-a9fa-ad414b8c92a7,John is a high school student.,Max is a respected person of John.,Dealing with Stress,Being in high school can be very stressful.,John was taking four AP classes this semester and the stress was building.,"He looked to his classmate Max, who was at the top of the class.",He asked him how he dealt with the stress of such a difficult course load.,Max shared that he practiced meditation and gave John some resources to try it himself.
cab9b414-18e9-4ba0-9da8-814744d7c57d,John is a high school student.,Max is a respected person of John.,unlikely friendships,John was a sophomore in high school.,He had a friend named Max who was a senior.,Max had once rescued John from bullies at school.,John respected Max a lot.,He held Max in great esteem.
cd288324-b030-491b-bfc7-6e33f5b6356c,John is a high school student.,Max is a respected person of John.,"He's Not Heavy, He's My Brother",John was a student at Maryland High.,He was having trouble with his grades.,He was about to fail.,"Max, his older brother, tutored John and he was able to improve his grades and pass his classes.",Today John and Max own a billion dollar company.
24796f64-82a1-4856-9054-70bfd79a3e9c,Mary is a high school student.,Robert is Mary's brother.,The Sibling Secret,Mary is in her first year of High School.,"Her brother, Robert, is very overprotective and is also known as a bad boy.","One day, Robert see's Mary getting too close to a guy, so he run's over to punch him.","Robert punches him so hard, that he ends up killing him.","No one was around, so Mary keeps the dark secret to protect her brother."
